Unnamed: 0,sms,spam,Unnamed: 3,sms_processed,tokens
3968,"Sorry, I can't help you on this.",False,,sorry i cant help you on this,"['sorry', 'cant', 'help']"
3969,"Sorry, I can't help you on this.",False,,sorry i cant help you on this,"['sorry', 'cant', 'help']"
3970,"Sorry, I can't help you on this.",False,,sorry i cant help you on this,"['sorry', 'cant', 'help']"
3971,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,True,,free entry in 2 a wkly comp to win fa cup final tkts 21st may 2005 text fa to 87121 to receive entry questionstd txt ratetcs apply 08452810075over18s,"['free', 'entry', '2', 'wkly', 'comp', 'win', 'fa', 'cup', 'final', 'tkts', '21st', 'may', '2005', 'text', 'fa', '87121', 'receive', 'entry', 'questionstd', 'txt', 'ratetcs', 'apply', '08452810075over18s']"
3972,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,True,,free entry in 2 a wkly comp to win fa cup final tkts 21st may 2005 text fa to 87121 to receive entry questionstd txt ratetcs apply 08452810075over18s,"['free', 'entry', '2', 'wkly', 'comp', 'win', 'fa', 'cup', 'final', 'tkts', '21st', 'may', '2005', 'text', 'fa', '87121', 'receive', 'entry', 'questionstd', 'txt', 'ratetcs', 'apply', '08452810075over18s']"
3973,He telling not to tell any one. If so treat for me hi hi hi,False,,he telling not to tell any one if so treat for me hi hi hi,"['telling', 'tell', 'one', 'treat', 'hi', 'hi', 'hi']"
3974,I wanna watch that movie,False,,i wanna watch that movie,"['wan', 'na', 'watch', 'movie']"
3975,Ok good then i later come find Ã¼... C lucky i told Ã¼ to go earlier... Later pple take finish Ã¼ no more again...,False,,ok good then i later come find ã¼ c lucky i told ã¼ to go earlier later pple take finish ã¼ no more again,"['ok', 'good', 'later', 'come', 'find', 'ã¼', 'c', 'lucky', 'told', 'ã¼', 'go', 'earlier', 'later', 'pple', 'take', 'finish', 'ã¼']"
3976,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,False,,this is wishing you a great day moji told me about your offer and as always i was speechless you offer so easily to go to great lengths on my behalf and its stunning my exam is next friday after that i will keep in touch more sorry,"['wishing', 'great', 'day', 'moji', 'told', 'offer', 'always', 'speechless', 'offer', 'easily', 'go', 'great', 'lengths', 'behalf', 'stunning', 'exam', 'next', 'friday', 'keep', 'touch', 'sorry']"
3977,When're you guys getting back? G said you were thinking about not staying for mcr,False,,whenre you guys getting back g said you were thinking about not staying for mcr,"['whenre', 'guys', 'getting', 'back', 'g', 'said', 'thinking', 'staying', 'mcr']"
3978,Fine am simply sitting.,False,,fine am simply sitting,"['fine', 'simply', 'sitting']"
3979,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",True,,congrats 2 mobile 3g videophones r yours call 09063458130 now videochat wid your mates play java games dload polyph music noline rentl,"['congrats', '2', 'mobile', '3g', 'videophones', 'r', 'call', '09063458130', 'videochat', 'wid', 'mates', 'play', 'java', 'games', 'dload', 'polyph', 'music', 'noline', 'rentl']"
3980,Networking technical support associate.,False,,networking technical support associate,"['networking', 'technical', 'support', 'associate']"
3981,Correct. So how was work today,False,,correct so how was work today,"['correct', 'work', 'today']"
3982,Send his number and give reply tomorrow morning for why you said that to him like that ok,False,,send his number and give reply tomorrow morning for why you said that to him like that ok,"['send', 'number', 'give', 'reply', 'tomorrow', 'morning', 'said', 'like', 'ok']"
3983,Why tired what special there you had,False,,why tired what special there you had,"['tired', 'special']"
3984,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,True,,hard live 121 chat just 60pmin choose your girl and connect live call 09094646899 now cheap chat uks biggest live service vu bcm1896wc1n3xx,"['hard', 'live', '121', 'chat', '60pmin', 'choose', 'girl', 'connect', 'live', 'call', '09094646899', 'cheap', 'chat', 'uks', 'biggest', 'live', 'service', 'vu', 'bcm1896wc1n3xx']"
3985,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,True,,hard live 121 chat just 60pmin choose your girl and connect live call 09094646899 now cheap chat uks biggest live service vu bcm1896wc1n3xx,"['hard', 'live', '121', 'chat', '60pmin', 'choose', 'girl', 'connect', 'live', 'call', '09094646899', 'cheap', 'chat', 'uks', 'biggest', 'live', 'service', 'vu', 'bcm1896wc1n3xx']"
3986,If he started searching he will get job in few days.he have great potential and talent.,False,,if he started searching he will get job in few dayshe have great potential and talent,"['started', 'searching', 'get', 'job', 'dayshe', 'great', 'potential', 'talent']"
3987,If he started searching he will get job in few days.he have great potential and talent.,False,,if he started searching he will get job in few dayshe have great potential and talent,"['started', 'searching', 'get', 'job', 'dayshe', 'great', 'potential', 'talent']"
3988,I dunno lei... Like dun haf...,False,,i dunno lei like dun haf,"['dunno', 'lei', 'like', 'dun', 'haf']"
3989,Oh yeah! And my diet just flew out the window,False,,oh yeah and my diet just flew out the window,"['oh', 'yeah', 'diet', 'flew', 'window']"
3990,Thanx a lot 4 ur help!,False,,thanx a lot 4 ur help,"['thanx', 'lot', '4', 'ur', 'help']"
3991,"That's good, because I need drugs",False,,thats good because i need drugs,"['thats', 'good', 'need', 'drugs']"
3992,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx,False,,nite nite pocay wocay luv u more than n e thing 4eva i promise ring u 2morrowxxxx,"['nite', 'nite', 'pocay', 'wocay', 'luv', 'u', 'n', 'e', 'thing', '4eva', 'promise', 'ring', 'u', '2morrowxxxx']"
3993,Sday only joined.so training we started today:),False,,sday only joinedso training we started today,"['sday', 'joinedso', 'training', 'started', 'today']"
3994,Oh k.i think most of wi and nz players unsold.,False,,oh ki think most of wi and nz players unsold,"['oh', 'ki', 'think', 'wi', 'nz', 'players', 'unsold']"
3995,"Aight that'll work, thanks",False,,aight thatll work thanks,"['aight', 'thatll', 'work', 'thanks']"
3996,Easy ah?sen got selected means its good..,False,,easy ahsen got selected means its good,"['easy', 'ahsen', 'got', 'selected', 'means', 'good']"
3997,Easy ah?sen got selected means its good..,False,,easy ahsen got selected means its good,"['easy', 'ahsen', 'got', 'selected', 'means', 'good']"
3998,Thanx but my birthday is over already.,False,,thanx but my birthday is over already,"['thanx', 'birthday', 'already']"
3999,"Sorry, got a late start, we're on the way",False,,sorry got a late start were on the way,"['sorry', 'got', 'late', 'start', 'way']"
4000,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",False,********,awesome plan to get here any time after like  ltgt  ill text you details in a wee bit,"['awesome', 'plan', 'get', 'time', 'like', 'ltgt', 'ill', 'text', 'details', 'wee', 'bit']"
4001,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,False,,doesnt g have class early tomorrow and thus shouldnt be trying to smoke at  ltgt,"['doesnt', 'g', 'class', 'early', 'tomorrow', 'thus', 'shouldnt', 'trying', 'smoke', 'ltgt']"
4002,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,True,,text pass to 69669 to collect your polyphonic ringtones normal gprs charges apply only enjoy your tones,"['text', 'pass', '69669', 'collect', 'polyphonic', 'ringtones', 'normal', 'gprs', 'charges', 'apply', 'enjoy', 'tones']"
4003,I tagged MY friends that you seemed to count as YOUR friends.,False,,i tagged my friends that you seemed to count as your friends,"['tagged', 'friends', 'seemed', 'count', 'friends']"
4004,i can call in  &lt;#&gt;  min if thats ok,False,,i can call in  ltgt  min if thats ok,"['call', 'ltgt', 'min', 'thats', 'ok']"
4005,Oh god..taken the teeth?is it paining,False,,oh godtaken the teethis it paining,"['oh', 'godtaken', 'teethis', 'paining']"
4006,Designation is software developer and may be she get chennai:),False,,designation is software developer and may be she get chennai,"['designation', 'software', 'developer', 'may', 'get', 'chennai']"
4007,K.:)do it at evening da:)urgent:),False,,kdo it at evening daurgent,"['kdo', 'evening', 'daurgent']"
4008,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",False,,my mobile numberpls sms ur mail idconvey regards to achanammarakheshqatar,"['mobile', 'numberpls', 'sms', 'ur', 'mail', 'idconvey', 'regards', 'achanammarakheshqatar']"
4009,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?,False,,same as u dun wan y u dun like me already ah wat u doing now still eating,"['u', 'dun', 'wan', 'u', 'dun', 'like', 'already', 'ah', 'wat', 'u', 'still', 'eating']"
4010,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",True,,dear voucher holder to claim this weeks offer at your pc please go to httpwwwwtlpcouktext tscs apply,"['dear', 'voucher', 'holder', 'claim', 'weeks', 'offer', 'pc', 'please', 'go', 'httpwwwwtlpcouktext', 'tscs', 'apply']"
4011,Many times we lose our best ones bcoz we are,False,,many times we lose our best ones bcoz we are,"['many', 'times', 'lose', 'best', 'ones', 'bcoz']"
4012,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,False,,i was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here that  ltgt  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives every dime so for me to expect anything from you is not practical something like that,"['wondering', 'would', 'okay', 'call', 'uncle', 'john', 'let', 'know', 'things', 'nigeria', 'r', 'ltgt', 'dollars', '2years', 'sent', 'know', 'strain', 'plan', 'pay', 'back', 'every', 'dime', 'gives', 'every', 'dime', 'expect', 'anything', 'practical', 'something', 'like']"
4013,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI",False,,perhaps  is much easy give your account identification so i will tomorrow at uni,"['perhaps', 'much', 'easy', 'give', 'account', 'identification', 'tomorrow', 'uni']"
4014,Yavnt tried yet and never played original either,False,,yavnt tried yet and never played original either,"['yavnt', 'tried', 'yet', 'never', 'played', 'original', 'either']"
4015,"Nah man, my car is meant to be crammed full of people",False,,nah man my car is meant to be crammed full of people,"['nah', 'man', 'car', 'meant', 'crammed', 'full', 'people']"
4016,Is ur paper today in e morn or aft?,False,,is ur paper today in e morn or aft,"['ur', 'paper', 'today', 'e', 'morn', 'aft']"
4017,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs!",False,,night sweet sleep well ive just been to see the exorcism of emily rose and may never sleep again hugs and snogs,"['night', 'sweet', 'sleep', 'well', 'ive', 'see', 'exorcism', 'emily', 'rose', 'may', 'never', 'sleep', 'hugs', 'snogs']"
4018,We confirm eating at esplanade?,False,,we confirm eating at esplanade,"['confirm', 'eating', 'esplanade']"
4019,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",True,,sms services for your inclusive text credits pls goto wwwcomuknet login  unsubscribe with stop no extra charge help08700469649 po box420 ip4 5we,"['sms', 'services', 'inclusive', 'text', 'credits', 'pls', 'goto', 'wwwcomuknet', 'login', 'unsubscribe', 'stop', 'extra', 'charge', 'help08700469649', 'po', 'box420', 'ip4', '5we']"
4020,Okay. I've seen it. So i should pick it on friday?,False,,okay ive seen it so i should pick it on friday,"['okay', 'ive', 'seen', 'pick', 'friday']"
4021,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY Â£1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",True,,new mobiles from 2004 must go txt nokia to no 89545  collect yours today from only â1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction,"['new', 'mobiles', '2004', 'must', 'go', 'txt', 'nokia', '89545', 'collect', 'today', 'â1', 'www4tcbiz', '2optout', '08718726270150gbpmtmsg18', 'txtauction']"
4022,"""Pete can you please ring meive hardly gotany credit""",False,,pete can you please ring meive hardly gotany credit,"['pete', 'please', 'ring', 'meive', 'hardly', 'gotany', 'credit']"
4023,As in i want custom officer discount oh.,False,,as in i want custom officer discount oh,"['want', 'custom', 'officer', 'discount', 'oh']"
4024,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",True,,wan2 win a meetgreet with westlife 4 u or a m8 they are currently on what tour 1unbreakable 2untamed 3unkempt text 12 or 3 to 83049 cost 50p std text,"['wan2', 'win', 'meetgreet', 'westlife', '4', 'u', 'm8', 'currently', 'tour', '1unbreakable', '2untamed', '3unkempt', 'text', '12', '3', '83049', 'cost', '50p', 'std', 'text']"
4025,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",True,,wan2 win a meetgreet with westlife 4 u or a m8 they are currently on what tour 1unbreakable 2untamed 3unkempt text 12 or 3 to 83049 cost 50p std text,"['wan2', 'win', 'meetgreet', 'westlife', '4', 'u', 'm8', 'currently', 'tour', '1unbreakable', '2untamed', '3unkempt', 'text', '12', '3', '83049', 'cost', '50p', 'std', 'text']"
4026,Hey i'm bored... So i'm thinking of u... So wat r u doing?,False,,hey im bored so im thinking of u so wat r u doing,"['hey', 'im', 'bored', 'im', 'thinking', 'u', 'wat', 'r', 'u']"
4027,Still at west coast... Haiz... Ãœ'll take forever to come back...,False,,still at west coast haiz ãœll take forever to come back,"['still', 'west', 'coast', 'haiz', 'ãœll', 'take', 'forever', 'come', 'back']"
4028,Mode men or have you left.,False,,mode men or have you left,"['mode', 'men', 'left']"
4029,Fine. Do you remember me.,False,,fine do you remember me,"['fine', 'remember']"
4030,Tension ah?what machi?any problem?,False,,tension ahwhat machiany problem,"['tension', 'ahwhat', 'machiany', 'problem']"
4031,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,False,,oh yes i can speak txt 2 u no hmm did u get  email,"['oh', 'yes', 'speak', 'txt', '2', 'u', 'hmm', 'u', 'get', 'email']"
4032,Do you like Italian food?,False,,do you like italian food,"['like', 'italian', 'food']"
4033,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",False,,come around  ltdecimalgt pm vikkyim otside nw il come by tht time,"['come', 'around', 'ltdecimalgt', 'pm', 'vikkyim', 'otside', 'nw', 'il', 'come', 'tht', 'time']"
4034,Captain is in our room:),False,,captain is in our room,"['captain', 'room']"
4035,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",True,,double mins and txts 4 6months free bluetooth on orange available on sony nokia motorola phones call mobileupd8 on 08000839402 or call2optoutn9dx,"['double', 'mins', 'txts', '4', '6months', 'free', 'bluetooth', 'orange', 'available', 'sony', 'nokia', 'motorola', 'phones', 'call', 'mobileupd8', '08000839402', 'call2optoutn9dx']"
4036,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",True,,double mins and txts 4 6months free bluetooth on orange available on sony nokia motorola phones call mobileupd8 on 08000839402 or call2optoutn9dx,"['double', 'mins', 'txts', '4', '6months', 'free', 'bluetooth', 'orange', 'available', 'sony', 'nokia', 'motorola', 'phones', 'call', 'mobileupd8', '08000839402', 'call2optoutn9dx']"
4037,Yeah. I got a list with only u and Joanna if I'm feeling really anti social,False,,yeah i got a list with only u and joanna if im feeling really anti social,"['yeah', 'got', 'list', 'u', 'joanna', 'im', 'feeling', 'really', 'anti', 'social']"
4038,I am 6 ft. We will be a good combination!,False,,i am 6 ft we will be a good combination,"['6', 'ft', 'good', 'combination']"
4039,Ur TONEXS subscription has been renewed and you have been charged Â£4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,True,,ur tonexs subscription has been renewed and you have been charged â450 you can choose 10 more polys this month wwwclubzedcouk billing msg,"['ur', 'tonexs', 'subscription', 'renewed', 'charged', 'â450', 'choose', '10', 'polys', 'month', 'wwwclubzedcouk', 'billing', 'msg']"
4040,"K, I might come by tonight then if my class lets out early",False,,k i might come by tonight then if my class lets out early,"['k', 'might', 'come', 'tonight', 'class', 'lets', 'early']"
4041,Oh. U must have taken your REAL Valentine out shopping first.,False,,oh u must have taken your real valentine out shopping first,"['oh', 'u', 'must', 'taken', 'real', 'valentine', 'shopping', 'first']"
4042,I just saw ron burgundy captaining a party boat so yeah,False,,i just saw ron burgundy captaining a party boat so yeah,"['saw', 'ron', 'burgundy', 'captaining', 'party', 'boat', 'yeah']"
4043,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?""",False,,hi wk been ok  on hols now yes on for a bit of a run forgot that i have hairdressers appointment at four so need to get home n shower beforehand does that cause prob for u,"['hi', 'wk', 'ok', 'hols', 'yes', 'bit', 'run', 'forgot', 'hairdressers', 'appointment', 'four', 'need', 'get', 'home', 'n', 'shower', 'beforehand', 'cause', 'prob', 'u']"
4044,How much you got for cleaning,False,,how much you got for cleaning,"['much', 'got', 'cleaning']"
4045,I think just yourself â€¦Thanks and see you tomo,False,,i think just yourself âthanks and see you tomo,"['think', 'âthanks', 'see', 'tomo']"
4046,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",False,,dear all as we know  ltgt th is the  ltgt th birthday of our loving gopalettan we are planning to give a small gift on that day those who like to participate in that you are welcome please contact our admin team for more details,"['dear', 'know', 'ltgt', 'th', 'ltgt', 'th', 'birthday', 'loving', 'gopalettan', 'planning', 'give', 'small', 'gift', 'day', 'like', 'participate', 'welcome', 'please', 'contact', 'admin', 'team', 'details']"
4047,"So check your errors and if you had difficulties, do correction.",False,,so check your errors and if you had difficulties do correction,"['check', 'errors', 'difficulties', 'correction']"
4048,Marvel Mobile Play the official Ultimate Spider-man game (Â£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,True,,marvel mobile play the official ultimate spiderman game â450 on ur mobile right now text spider to 83338 for the game  we ll send u a free 8ball wallpaper,"['marvel', 'mobile', 'play', 'official', 'ultimate', 'spiderman', 'game', 'â450', 'ur', 'mobile', 'right', 'text', 'spider', '83338', 'game', 'send', 'u', 'free', '8ball', 'wallpaper']"
4049,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,True,,07732584351  rodger burns  msg  we tried to call you re your reply to our sms for a free nokia mobile  free camcorder please call now 08000930705 for delivery tomorrow,"['07732584351', 'rodger', 'burns', 'msg', 'tried', 'call', 'reply', 'sms', 'free', 'nokia', 'mobile', 'free', 'camcorder', 'please', 'call', '08000930705', 'delivery', 'tomorrow']"
4050,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,False,,yo do you know anyone  ltgt  or otherwise able to buy liquor our guy flaked and right now if we dont get a hold of somebody its just 4 loko all night,"['yo', 'know', 'anyone', 'ltgt', 'otherwise', 'able', 'buy', 'liquor', 'guy', 'flaked', 'right', 'dont', 'get', 'hold', 'somebody', '4', 'loko', 'night']"
4051,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,False,,that would be great well be at the guild could meet on bristol road or somewhere  will get in touch over weekend our plans take flight have a good week,"['would', 'great', 'well', 'guild', 'could', 'meet', 'bristol', 'road', 'somewhere', 'get', 'touch', 'weekend', 'plans', 'take', 'flight', 'good', 'week']"
4052,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,False,,fwiw the reason im only around when its time to smoke is that because of gas i can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,"['fwiw', 'reason', 'im', 'around', 'time', 'smoke', 'gas', 'afford', 'around', 'someone', 'tells', 'apparently', 'happens', 'somebody', 'wants', 'light']"
4053,"Sorry, I'll call later ok bye",False,,sorry ill call later ok bye,"['sorry', 'ill', 'call', 'later', 'ok', 'bye']"
4054,Can't take any major roles in community outreach. You rock mel,False,,cant take any major roles in community outreach you rock mel,"['cant', 'take', 'major', 'roles', 'community', 'outreach', 'rock', 'mel']"
4055,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,False,,sorry ive not gone to that place ill do so tomorrow really sorry,"['sorry', 'ive', 'gone', 'place', 'ill', 'tomorrow', 'really', 'sorry']"
4056,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,False,,wot student discount can u get on books,"['wot', 'student', 'discount', 'u', 'get', 'books']"
4057,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already â€¦,False,,how have your little darlings been so far this week need a coffee run tomocant believe its that time of week already â,"['little', 'darlings', 'far', 'week', 'need', 'coffee', 'run', 'tomocant', 'believe', 'time', 'week', 'already', 'â']"
4058,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",True,,sppok up ur mob with a halloween collection of nokia logopic message plus a free eerie tone txt card spook to 8007,"['sppok', 'ur', 'mob', 'halloween', 'collection', 'nokia', 'logopic', 'message', 'plus', 'free', 'eerie', 'tone', 'txt', 'card', 'spook', '8007']"
4059,Hope you are feeling great. Pls fill me in. Abiola,False,,hope you are feeling great pls fill me in abiola,"['hope', 'feeling', 'great', 'pls', 'fill', 'abiola']"
4060,"Kate jackson rec center before 7ish, right?",False,,kate jackson rec center before 7ish right,"['kate', 'jackson', 'rec', 'center', '7ish', 'right']"
4061,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served",False,,oh the grand is having a bit of a party but it doesnt mention any cover charge so its probably first come first served,"['oh', 'grand', 'bit', 'party', 'doesnt', 'mention', 'cover', 'charge', 'probably', 'first', 'come', 'first', 'served']"
4062,You still around? Looking to pick up later,False,,you still around looking to pick up later,"['still', 'around', 'looking', 'pick', 'later']"
4063,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",False,,8 at the latest gs still there if you can scrounge up some ammo and want to give the new ak a try,"['8', 'latest', 'gs', 'still', 'scrounge', 'ammo', 'want', 'give', 'new', 'ak', 'try']"
4064,Thanks for this hope you had a good day today,False,,thanks for this hope you had a good day today,"['thanks', 'hope', 'good', 'day', 'today']"
4065,Do you hide anythiing or keeping distance from me,False,,do you hide anythiing or keeping distance from me,"['hide', 'anythiing', 'keeping', 'distance']"
4066,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,True,,free top ringtone sub to weekly ringtoneget 1st week freesend subpoly to 816183 per weekstop sms08718727870,"['free', 'top', 'ringtone', 'sub', 'weekly', 'ringtoneget', '1st', 'week', 'freesend', 'subpoly', '816183', 'per', 'weekstop', 'sms08718727870']"
4067,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,True,,free top ringtone sub to weekly ringtoneget 1st week freesend subpoly to 816183 per weekstop sms08718727870,"['free', 'top', 'ringtone', 'sub', 'weekly', 'ringtoneget', '1st', 'week', 'freesend', 'subpoly', '816183', 'per', 'weekstop', 'sms08718727870']"
4068,I accidentally brought em home in the box,False,,i accidentally brought em home in the box,"['accidentally', 'brought', 'em', 'home', 'box']"
4069,Wah lucky man... Then can save money... Hee...,False,,wah lucky man then can save money hee,"['wah', 'lucky', 'man', 'save', 'money', 'hee']"
4070,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,False,,ok no problem yup im going to sch at 4 if i rem correctly,"['ok', 'problem', 'yup', 'im', 'going', 'sch', '4', 'rem', 'correctly']"
4071,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,False,,going thru a very different feelingwavering decisions and coping up with the same is the same individualtime will heal everything i believe,"['going', 'thru', 'different', 'feelingwavering', 'decisions', 'coping', 'individualtime', 'heal', 'everything', 'believe']"
4072,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime,False,,macha dont feel upseti can assume your mindsetbelieve me one evening with me and i have some wonderful plans for both of uslet life begin againcall me anytime,"['macha', 'dont', 'feel', 'upseti', 'assume', 'mindsetbelieve', 'one', 'evening', 'wonderful', 'plans', 'uslet', 'life', 'begin', 'againcall', 'anytime']"
4073,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",False,,ok can be later showing around 8830 if you want  cld have drink before wld prefer not to spend money on nosh if you dont mind as doing that nxt wk,"['ok', 'later', 'showing', 'around', '8830', 'want', 'cld', 'drink', 'wld', 'prefer', 'spend', 'money', 'nosh', 'dont', 'mind', 'nxt', 'wk']"
4074,"Sorry, I'll call later  &lt;#&gt; mins",False,,sorry ill call later  ltgt mins,"['sorry', 'ill', 'call', 'later', 'ltgt', 'mins']"
4075,"Just sent again. Do you , princess?",False,,just sent again do you  princess,"['sent', 'princess']"
4076,What happened in interview?,False,,what happened in interview,"['happened', 'interview']"
4077,Long time. You remember me today.,False,,long time you remember me today,"['long', 'time', 'remember', 'today']"
4078,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",True,,upgrdcentre orange customer you may now claim your free camera phone upgrade for your loyalty call now on 0207 153 9153 offer ends 26th july tcs apply optout available,"['upgrdcentre', 'orange', 'customer', 'may', 'claim', 'free', 'camera', 'phone', 'upgrade', 'loyalty', 'call', '0207', '153', '9153', 'offer', 'ends', '26th', 'july', 'tcs', 'apply', 'optout', 'available']"
4079,"Wat time liao, where still got.",False,,wat time liao where still got,"['wat', 'time', 'liao', 'still', 'got']"
4080,No. She's currently in scotland for that.,False,,no shes currently in scotland for that,"['shes', 'currently', 'scotland']"
4081,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,False,,dont think you need yellow card for uk travel ask someone that has gone before if you do its just  ltgt bucks,"['dont', 'think', 'need', 'yellow', 'card', 'uk', 'travel', 'ask', 'someone', 'gone', 'ltgt', 'bucks']"
4082," came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.",False,, came to look at the flat seems ok in his 50s  is away alot wiv work got woman coming at 630 too,"['came', 'look', 'flat', 'seems', 'ok', '50s', 'away', 'alot', 'wiv', 'work', 'got', 'woman', 'coming', '630']"
4083,WINNER!! As a valued network customer you have been selected to receivea Â£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,True,,winner as a valued network customer you have been selected to receivea â900 prize reward to claim call 09061701461 claim code kl341 valid 12 hours only,"['winner', 'valued', 'network', 'customer', 'selected', 'receivea', 'â900', 'prize', 'reward', 'claim', 'call', '09061701461', 'claim', 'code', 'kl341', 'valid', '12', 'hours']"
4084,WINNER!! As a valued network customer you have been selected to receivea Â£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,True,,winner as a valued network customer you have been selected to receivea â900 prize reward to claim call 09061701461 claim code kl341 valid 12 hours only,"['winner', 'valued', 'network', 'customer', 'selected', 'receivea', 'â900', 'prize', 'reward', 'claim', 'call', '09061701461', 'claim', 'code', 'kl341', 'valid', '12', 'hours']"
